"state","number_deaths","month","year"
"PR",5196,9,2018
"PE",4644,9,2018
"PI",822,9,2018
"RJ",25854,9,2018
"RN",1062,9,2018
"RS",5523,9,2018
"RO",695,9,2018
"RR",237,9,2018
"SC",3419,9,2018
"SP",24216,9,2018
"SE",915,9,2018
"TO",419,9,2018
"AC",349,10,2018
"AL",1077,10,2018
"AP",229,10,2018
"AM",318,10,2018
"BA",5237,10,2018
"CE",3449,10,2018
"DF",1189,10,2018
"ES",1968,10,2018
"GO",2708,10,2018
"MA",1409,10,2018
"MT",1083,10,2018
"MS",1279,10,2018
"MG",10680,10,2018
"PA",1275,10,2018
"PB",2280,10,2018
"PR",5647,10,2018
"PE",5151,10,2018
"PI",1082,10,2018
"RJ",26303,10,2018
"RN",956,10,2018
"RS",5045,10,2018
"RO",473,10,2018
"RR",229,10,2018
"SC",3421,10,2018
"SP",26227,10,2018
"SE",1188,10,2018
"TO",503,10,2018
"AC",275,11,2018
"AL",929,11,2018
"AP",201,11,2018
"AM",601,11,2018
"BA",4478,11,2018
"CE",3250,11,2018
"DF",1149,11,2018
"ES",1876,11,2018
"GO",2380,11,2018
"MA",1252,11,2018
"MT",882,11,2018
"MS",1209,11,2018
"MG",9240,11,2018
"PA",1160,11,2018
"PB",1958,11,2018
"PR",5323,11,2018
"PE",4655,11,2018
"PI",975,11,2018
"RJ",13859,11,2018
"RN",968,11,2018
"RS",5650,11,2018
"RO",670,11,2018
"RR",172,11,2018
"SC",3183,11,2018
"SP",25936,11,2018
"SE",984,11,2018
"TO",424,11,2018
"AC",279,12,2018
"AL",839,12,2018
"AP",171,12,2018
"AM",882,12,2018
"BA",4183,12,2018
"CE",3009,12,2018
"DF",1190,12,2018
"ES",1925,12,2018
"GO",2382,12,2018
"MA",1200,12,2018
"MT",938,12,2018
"MS",1239,12,2018
"MG",9159,12,2018
"PA",1280,12,2018
"PB",1807,12,2018
"PR",5260,12,2018
"PE",4609,12,2018
"PI",839,12,2018
"RJ",9358,12,2018
"RN",1072,12,2018
"RS",5426,12,2018
"RO",687,12,2018
"RR",143,12,2018
"SC",2920,12,2018
"SP",24439,12,2018
"SE",907,12,2018
"TO",435,12,2018
"AC",294,1,2019
"AL",1134,1,2019
"AP",234,1,2019
"AM",928,1,2019
"BA",5405,1,2019
"CE",3483,1,2019
"DF",1190,1,2019
"ES",2150,1,2019
"GO",2777,1,2019
"MA",1566,1,2019
"MT",897,1,2019
"MS",1345,1,2019
"MG",11129,1,2019
"PA",1584,1,2019
"PB",2258,1,2019
"PR",5664,1,2019
"PE",5134,1,2019
"PI",1359,1,2019
"RJ",10900,1,2019
"RN",1386,1,2019
"RS",6749,1,2019
"RO",749,1,2019
"RR",175,1,2019
"SC",3565,1,2019
"SP",28363,1,2019
"SE",1061,1,2019
"TO",509,1,2019
"AC",300,2,2019
"AL",1031,2,2019
"AP",198,2,2019
"AM",985,2,2019
"BA",4851,2,2019
"CE",3034,2,2019
"DF",1056,2,2019
"ES",1744,2,2019
"GO",2311,2,2019
"MA",1474,2,2019
"MT",784,2,2019
"MS",1134,2,2019
"MG",8957,2,2019
"PA",1163,2,2019
"PB",1971,2,2019
"PR",4779,2,2019
"PE",4485,2,2019
"PI",1056,2,2019
"RJ",9438,2,2019
"RN",1039,2,2019
"RS",6026,2,2019
"RO",420,2,2019
"RR",120,2,2019
"SC",3113,2,2019
"SP",23308,2,2019
"SE",950,2,2019
"TO",408,2,2019
"AC",329,3,2019
"AL",1237,3,2019
"AP",216,3,2019
"AM",652,3,2019
"BA",4668,3,2019
"CE",3399,3,2019
"DF",1177,3,2019
"ES",1982,3,2019
"GO",2477,3,2019
"MA",1454,3,2019
"MT",988,3,2019
"MS",1176,3,2019
"MG",9628,3,2019
"PA",1307,3,2019
"PB",2118,3,2019
"PR",5192,3,2019
"PE",4991,3,2019
"PI",1154,3,2019
"RJ",10035,3,2019
"RN",1262,3,2019
"RS",6526,3,2019
"RO",458,3,2019
"RR",161,3,2019
"SC",3089,3,2019
"SP",23907,3,2019
"SE",1065,3,2019
"TO",401,3,2019
"AC",332,4,2019
"AL",1311,4,2019
"AP",253,4,2019
"AM",726,4,2019
"BA",4973,4,2019
"CE",3879,4,2019
"DF",1255,4,2019
"ES",2016,4,2019
"GO",2736,4,2019
"MA",1594,4,2019
"MT",1037,4,2019
"MS",1289,4,2019
"MG",10599,4,2019
"PA",1472,4,2019
"PB",2382,4,2019
"PR",5586,4,2019
"PE",5244,4,2019
"PI",1257,4,2019
"RJ",11885,4,2019
"RN",1415,4,2019
"RS",6919,4,2019
"RO",748,4,2019
"RR",189,4,2019
"SC",3291,4,2019
"SP",25818,4,2019
"SE",1072,4,2019
"TO",444,4,2019
"AC",316,5,2019
"AL",1499,5,2019
"AP",211,5,2019
"AM",909,5,2019
"BA",5401,5,2019
"CE",3683,5,2019
"DF",1340,5,2019
"ES",2137,5,2019
"GO",2726,5,2019
"MA",1696,5,2019
"MT",1073,5,2019
"MS",1383,5,2019
"MG",11226,5,2019
"PA",1633,5,2019
"PB",2471,5,2019
"PR",6059,5,2019
"PE",5442,5,2019
"PI",1439,5,2019
"RJ",13076,5,2019
"RN",1499,5,2019
"RS",7389,5,2019
"RO",747,5,2019
"RR",201,5,2019
"SC",3416,5,2019
"SP",28158,5,2019
"SE",1123,5,2019
"TO",516,5,2019
"AC",289,6,2019
"AL",1138,6,2019
"AP",203,6,2019
"AM",776,6,2019
"BA",5058,6,2019
"CE",3239,6,2019
"DF",1280,6,2019
"ES",2083,6,2019
"GO",2639,6,2019
"MA",1538,6,2019
"MT",1015,6,2019
"MS",1422,6,2019
"MG",10183,6,2019
"PA",1409,6,2019
"PB",2142,6,2019
"PR",5862,6,2019
"PE",5028,6,2019
"PI",1153,6,2019
"RJ",12616,6,2019
"RN",1183,6,2019
"RS",7510,6,2019
"RO",647,6,2019
"RR",179,6,2019
"SC",3372,6,2019
"SP",27192,6,2019
"SE",1024,6,2019
"TO",450,6,2019
"AC",312,7,2019
"AL",1404,7,2019
"AP",236,7,2019
"AM",688,7,2019
"BA",5876,7,2019
"CE",3549,7,2019
"DF",1290,7,2019
"ES",2290,7,2019
"GO",3035,7,2019
"MA",1610,7,2019
"MT",1087,7,2019
"MS",1599,7,2019
"MG",11628,7,2019
"PA",1490,7,2019
"PB",2570,7,2019
"PR",6791,7,2019
"PE",5769,7,2019
"PI",1344,7,2019
"RJ",13153,7,2019
"RN",1556,7,2019
"RS",9550,7,2019
"RO",676,7,2019
"RR",245,7,2019
"SC",4197,7,2019
"SP",31872,7,2019
"SE",1209,7,2019
"TO",512,7,2019
"AC",319,8,2019
"AL",1370,8,2019
"AP",188,8,2019
"AM",847,8,2019
"BA",5256,8,2019
"CE",2909,8,2019
"DF",1288,8,2019
"ES",2161,8,2019
"GO",2619,8,2019
"MA",1460,8,2019
"MT",1014,8,2019
"MS",1477,8,2019
"MG",10307,8,2019
"PA",1307,8,2019
"PB",2273,8,2019
"PR",6044,8,2019
"PE",5246,8,2019
"PI",1029,8,2019
"RJ",12233,8,2019
"RN",1331,8,2019
"RS",8945,8,2019
"RO",460,8,2019
"RR",220,8,2019
"SC",3705,8,2019
"SP",27903,8,2019
"SE",1063,8,2019
"TO",484,8,2019
"AC",332,9,2019
"AL",1237,9,2019
"AP",185,9,2019
"AM",686,9,2019
"BA",5269,9,2019
"CE",3185,9,2019
"DF",1300,9,2019
"ES",2075,9,2019
"GO",2694,9,2019
"MA",1474,9,2019
"MT",1142,9,2019
"MS",1422,9,2019
"MG",10175,9,2019
"PA",1347,9,2019
"PB",2198,9,2019
"PR",5869,9,2019
"PE",5136,9,2019
"PI",1099,9,2019
"RJ",11675,9,2019
"RN",1291,9,2019
"RS",8071,9,2019
"RO",699,9,2019
"RR",228,9,2019
"SC",3659,9,2019
"SP",26255,9,2019
"SE",960,9,2019
"TO",427,9,2019
"AC",308,10,2019
"AL",1297,10,2019
"AP",205,10,2019
"AM",938,10,2019
"BA",5372,10,2019
"CE",3289,10,2019
"DF",1296,10,2019
"ES",2009,10,2019
"GO",2802,10,2019
"MA",1601,10,2019
"MT",1114,10,2019
"MS",1355,10,2019
"MG",10136,10,2019
"PA",1327,10,2019
"PB",2207,10,2019
"PR",5486,10,2019
"PE",5180,10,2019
"PI",1190,10,2019
"RJ",10481,10,2019
"RN",1317,10,2019
"RS",7879,10,2019
"RO",621,10,2019
"RR",189,10,2019
"SC",3655,10,2019
"SP",26835,10,2019
"SE",1042,10,2019
"TO",466,10,2019
"AC",327,11,2019
"AL",1250,11,2019
"AP",211,11,2019
"AM",781,11,2019
"BA",4982,11,2019
"CE",3128,11,2019
"DF",1166,11,2019
"ES",1908,11,2019
"GO",2487,11,2019
"MA",1340,11,2019
"MT",990,11,2019
"MS",1226,11,2019
"MG",9030,11,2019
"PA",1261,11,2019
"PB",2076,11,2019
"PR",5214,11,2019
"PE",4882,11,2019
"PI",1111,11,2019
"RJ",9869,11,2019
"RN",1165,11,2019
"RS",6957,11,2019
"RO",641,11,2019
"RR",199,11,2019
"SC",3203,11,2019
"SP",24204,11,2019
"SE",852,11,2019
"TO",454,11,2019
"AC",344,12,2019
"AL",1231,12,2019
"AP",167,12,2019
"AM",957,12,2019
"BA",4702,12,2019
"CE",3245,12,2019
"DF",1218,12,2019
"ES",2101,12,2019
"GO",2508,12,2019
"MA",1366,12,2019
"MT",1035,12,2019
"MS",1164,12,2019
"MG",9391,12,2019
"PA",1441,12,2019
"PB",2088,12,2019
"PR",5409,12,2019
"PE",5266,12,2019
"PI",1009,12,2019
"RJ",10664,12,2019
"RN",1224,12,2019
"RS",7012,12,2019
"RO",638,12,2019
"RR",181,12,2019
"SC",3103,12,2019
"SP",23249,12,2019
"SE",987,12,2019
"TO",515,12,2019
"AC",370,1,2020
"AL",1391,1,2020
"AP",234,1,2020
"AM",815,1,2020
"BA",5677,1,2020
"CE",3479,1,2020
"DF",1244,1,2020
"ES",2165,1,2020
"GO",2758,1,2020
"MA",1397,1,2020
"MT",1067,1,2020
"MS",1240,1,2020
"MG",10782,1,2020
"PA",1409,1,2020
"PB",2200,1,2020
"PR",5555,1,2020
"PE",5342,1,2020
"PI",1093,1,2020
"RJ",10672,1,2020
"RN",1341,1,2020
"RS",7496,1,2020
"RO",448,1,2020
"RR",213,1,2020
"SC",3682,1,2020
"SP",28945,1,2020
"SE",1042,1,2020
"TO",531,1,2020
"AC",333,2,2020
"AL",1200,2,2020
"AP",178,2,2020
"AM",907,2,2020
"BA",4335,2,2020
"CE",3096,2,2020
"DF",1100,2,2020
"ES",1835,2,2020
"GO",2338,2,2020
"MA",1322,2,2020
"MT",948,2,2020
"MS",1138,2,2020
"MG",9053,2,2020
"PA",1167,2,2020
"PB",1841,2,2020
"PR",4957,2,2020
"PE",4598,2,2020
"PI",962,2,2020
"RJ",10014,2,2020
"RN",1194,2,2020
"RS",6357,2,2020
"RO",596,2,2020
"RR",166,2,2020
"SC",2923,2,2020
"SP",22296,2,2020
"SE",869,2,2020
"TO",442,2,2020
"AC",332,3,2020
"AL",1349,3,2020
"AP",172,3,2020
"AM",1001,3,2020
"BA",4462,3,2020
"CE",3460,3,2020
"DF",1278,3,2020
"ES",2087,3,2020
"GO",2582,3,2020
"MA",1344,3,2020
"MT",1040,3,2020
"MS",1320,3,2020
"MG",10384,3,2020
"PA",1309,3,2020
"PB",2049,3,2020
"PR",5654,3,2020
"PE",5480,3,2020
"PI",835,3,2020
"RJ",11169,3,2020
"RN",1307,3,2020
"RS",6653,3,2020
"RO",725,3,2020
"RR",198,3,2020
"SC",2939,3,2020
"SP",27066,3,2020
"SE",967,3,2020
"TO",475,3,2020
"AC",245,4,2020
"AL",1061,4,2020
"AP",36,4,2020
"AM",1731,4,2020
"BA",2515,4,2020
"CE",2858,4,2020
"DF",998,4,2020
"ES",1643,4,2020
"GO",1998,4,2020
"MA",1187,4,2020
"MT",551,4,2020
"MS",906,4,2020
"MG",7242,4,2020
"PA",859,4,2020
"PB",1509,4,2020
"PR",4201,4,2020
"PE",4811,4,2020
"PI",552,4,2020
"RJ",10856,4,2020
"RN",1021,4,2020
"RS",5623,4,2020
"RO",529,4,2020
"RR",139,4,2020
"SC",2795,4,2020
"SP",22541,4,2020
"SE",722,4,2020
"TO",324,4,2020
