"state","number_deaths","month","year"
"PR",5195,9,2018
"PE",4596,9,2018
"PI",822,9,2018
"RJ",25853,9,2018
"RN",1058,9,2018
"RS",5490,9,2018
"RO",695,9,2018
"RR",237,9,2018
"SC",3375,9,2018
"SP",23862,9,2018
"SE",915,9,2018
"TO",419,9,2018
"AC",349,10,2018
"AL",1077,10,2018
"AP",229,10,2018
"AM",351,10,2018
"BA",5262,10,2018
"CE",3445,10,2018
"DF",1189,10,2018
"ES",1968,10,2018
"GO",2702,10,2018
"MA",1404,10,2018
"MT",1105,10,2018
"MS",1279,10,2018
"MG",10691,10,2018
"PA",1275,10,2018
"PB",2280,10,2018
"PR",5648,10,2018
"PE",5024,10,2018
"PI",1082,10,2018
"RJ",26303,10,2018
"RN",956,10,2018
"RS",4986,10,2018
"RO",473,10,2018
"RR",229,10,2018
"SC",3389,10,2018
"SP",25691,10,2018
"SE",1188,10,2018
"TO",497,10,2018
"AC",275,11,2018
"AL",929,11,2018
"AP",201,11,2018
"AM",601,11,2018
"BA",4518,11,2018
"CE",3245,11,2018
"DF",1155,11,2018
"ES",1864,11,2018
"GO",2378,11,2018
"MA",1250,11,2018
"MT",898,11,2018
"MS",1209,11,2018
"MG",9212,11,2018
"PA",1160,11,2018
"PB",1956,11,2018
"PR",5323,11,2018
"PE",4555,11,2018
"PI",975,11,2018
"RJ",13859,11,2018
"RN",968,11,2018
"RS",5562,11,2018
"RO",670,11,2018
"RR",172,11,2018
"SC",3157,11,2018
"SP",24463,11,2018
"SE",984,11,2018
"TO",424,11,2018
"AC",279,12,2018
"AL",839,12,2018
"AP",171,12,2018
"AM",881,12,2018
"BA",4216,12,2018
"CE",3007,12,2018
"DF",1192,12,2018
"ES",1904,12,2018
"GO",2385,12,2018
"MA",1209,12,2018
"MT",987,12,2018
"MS",1239,12,2018
"MG",9179,12,2018
"PA",1280,12,2018
"PB",1807,12,2018
"PR",5261,12,2018
"PE",4567,12,2018
"PI",838,12,2018
"RJ",9358,12,2018
"RN",1072,12,2018
"RS",5330,12,2018
"RO",687,12,2018
"RR",143,12,2018
"SC",2872,12,2018
"SP",23619,12,2018
"SE",906,12,2018
"TO",435,12,2018
"AC",294,1,2019
"AL",1134,1,2019
"AP",233,1,2019
"AM",1137,1,2019
"BA",5433,1,2019
"CE",3485,1,2019
"DF",1190,1,2019
"ES",2141,1,2019
"GO",2775,1,2019
"MA",1566,1,2019
"MT",938,1,2019
"MS",1345,1,2019
"MG",11106,1,2019
"PA",1582,1,2019
"PB",2255,1,2019
"PR",5664,1,2019
"PE",5040,1,2019
"PI",1359,1,2019
"RJ",10899,1,2019
"RN",1386,1,2019
"RS",6672,1,2019
"RO",749,1,2019
"RR",175,1,2019
"SC",3492,1,2019
"SP",27720,1,2019
"SE",1060,1,2019
"TO",634,1,2019
"AC",299,2,2019
"AL",1031,2,2019
"AP",196,2,2019
"AM",1101,2,2019
"BA",4851,2,2019
"CE",3029,2,2019
"DF",1056,2,2019
"ES",1733,2,2019
"GO",2305,2,2019
"MA",1465,2,2019
"MT",827,2,2019
"MS",1134,2,2019
"MG",8948,2,2019
"PA",1163,2,2019
"PB",1971,2,2019
"PR",4777,2,2019
"PE",4434,2,2019
"PI",1056,2,2019
"RJ",9437,2,2019
"RN",1039,2,2019
"RS",5953,2,2019
"RO",420,2,2019
"RR",120,2,2019
"SC",3097,2,2019
"SP",22762,2,2019
"SE",949,2,2019
"TO",525,2,2019
"AC",328,3,2019
"AL",1237,3,2019
"AP",216,3,2019
"AM",1180,3,2019
"BA",4695,3,2019
"CE",3399,3,2019
"DF",1177,3,2019
"ES",1978,3,2019
"GO",2475,3,2019
"MA",1453,3,2019
"MT",1051,3,2019
"MS",1174,3,2019
"MG",9621,3,2019
"PA",1306,3,2019
"PB",2117,3,2019
"PR",5187,3,2019
"PE",4947,3,2019
"PI",1154,3,2019
"RJ",10032,3,2019
"RN",1262,3,2019
"RS",6452,3,2019
"RO",457,3,2019
"RR",161,3,2019
"SC",3032,3,2019
"SP",23385,3,2019
"SE",1064,3,2019
"TO",528,3,2019
"AC",331,4,2019
"AL",1310,4,2019
"AP",251,4,2019
"AM",1160,4,2019
"BA",5004,4,2019
"CE",3871,4,2019
"DF",1255,4,2019
"ES",2011,4,2019
"GO",2733,4,2019
"MA",1591,4,2019
"MT",1067,4,2019
"MS",1288,4,2019
"MG",10590,4,2019
"PA",1472,4,2019
"PB",2382,4,2019
"PR",5575,4,2019
"PE",5209,4,2019
"PI",1256,4,2019
"RJ",11876,4,2019
"RN",1414,4,2019
"RS",6850,4,2019
"RO",741,4,2019
"RR",189,4,2019
"SC",3247,4,2019
"SP",25307,4,2019
"SE",1065,4,2019
"TO",565,4,2019
"AC",316,5,2019
"AL",1496,5,2019
"AP",211,5,2019
"AM",1146,5,2019
"BA",5500,5,2019
"CE",3675,5,2019
"DF",1279,5,2019
"ES",2130,5,2019
"GO",2722,5,2019
"MA",1686,5,2019
"MT",1095,5,2019
"MS",1383,5,2019
"MG",11214,5,2019
"PA",1630,5,2019
"PB",2468,5,2019
"PR",6037,5,2019
"PE",5364,5,2019
"PI",1439,5,2019
"RJ",13070,5,2019
"RN",1498,5,2019
"RS",7330,5,2019
"RO",741,5,2019
"RR",201,5,2019
"SC",3383,5,2019
"SP",27674,5,2019
"SE",1121,5,2019
"TO",623,5,2019
"AC",289,6,2019
"AL",1156,6,2019
"AP",201,6,2019
"AM",1064,6,2019
"BA",5125,6,2019
"CE",3232,6,2019
"DF",1280,6,2019
"ES",2078,6,2019
"GO",2633,6,2019
"MA",1531,6,2019
"MT",1041,6,2019
"MS",1422,6,2019
"MG",10174,6,2019
"PA",1409,6,2019
"PB",2142,6,2019
"PR",5860,6,2019
"PE",4966,6,2019
"PI",1153,6,2019
"RJ",12612,6,2019
"RN",1183,6,2019
"RS",7452,6,2019
"RO",647,6,2019
"RR",179,6,2019
"SC",3337,6,2019
"SP",26655,6,2019
"SE",1008,6,2019
"TO",549,6,2019
"AC",312,7,2019
"AL",1404,7,2019
"AP",235,7,2019
"AM",1185,7,2019
"BA",5959,7,2019
"CE",3541,7,2019
"DF",1290,7,2019
"ES",2286,7,2019
"GO",3034,7,2019
"MA",1604,7,2019
"MT",1106,7,2019
"MS",1598,7,2019
"MG",11608,7,2019
"PA",1490,7,2019
"PB",2566,7,2019
"PR",6788,7,2019
"PE",5689,7,2019
"PI",1344,7,2019
"RJ",13146,7,2019
"RN",1554,7,2019
"RS",9508,7,2019
"RO",676,7,2019
"RR",245,7,2019
"SC",4154,7,2019
"SP",31108,7,2019
"SE",1189,7,2019
"TO",586,7,2019
"AC",319,8,2019
"AL",1369,8,2019
"AP",188,8,2019
"AM",1172,8,2019
"BA",5344,8,2019
"CE",2906,8,2019
"DF",1288,8,2019
"ES",2150,8,2019
"GO",2610,8,2019
"MA",1446,8,2019
"MT",1034,8,2019
"MS",1475,8,2019
"MG",10304,8,2019
"PA",1306,8,2019
"PB",2273,8,2019
"PR",6039,8,2019
"PE",5183,8,2019
"PI",1028,8,2019
"RJ",12230,8,2019
"RN",1330,8,2019
"RS",8893,8,2019
"RO",460,8,2019
"RR",220,8,2019
"SC",3672,8,2019
"SP",27293,8,2019
"SE",1057,8,2019
"TO",596,8,2019
"AC",332,9,2019
"AL",1237,9,2019
"AP",185,9,2019
"AM",1101,9,2019
"BA",5335,9,2019
"CE",3173,9,2019
"DF",1300,9,2019
"ES",2067,9,2019
"GO",2682,9,2019
"MA",1453,9,2019
"MT",1158,9,2019
"MS",1418,9,2019
"MG",10173,9,2019
"PA",1346,9,2019
"PB",2191,9,2019
"PR",5825,9,2019
"PE",5082,9,2019
"PI",1099,9,2019
"RJ",11658,9,2019
"RN",1292,9,2019
"RS",7997,9,2019
"RO",697,9,2019
"RR",228,9,2019
"SC",3610,9,2019
"SP",25683,9,2019
"SE",953,9,2019
"TO",537,9,2019
"AC",307,10,2019
"AL",1296,10,2019
"AP",203,10,2019
"AM",1145,10,2019
"BA",5447,10,2019
"CE",3287,10,2019
"DF",1296,10,2019
"ES",2002,10,2019
"GO",2802,10,2019
"MA",1599,10,2019
"MT",1142,10,2019
"MS",1355,10,2019
"MG",10127,10,2019
"PA",1326,10,2019
"PB",2207,10,2019
"PR",5485,10,2019
"PE",5128,10,2019
"PI",1190,10,2019
"RJ",10479,10,2019
"RN",1317,10,2019
"RS",7835,10,2019
"RO",621,10,2019
"RR",189,10,2019
"SC",3611,10,2019
"SP",26226,10,2019
"SE",1041,10,2019
"TO",574,10,2019
"AC",327,11,2019
"AL",1249,11,2019
"AP",211,11,2019
"AM",1030,11,2019
"BA",5042,11,2019
"CE",3126,11,2019
"DF",1166,11,2019
"ES",1903,11,2019
"GO",2485,11,2019
"MA",1337,11,2019
"MT",1019,11,2019
"MS",1226,11,2019
"MG",9019,11,2019
"PA",1260,11,2019
"PB",2073,11,2019
"PR",5212,11,2019
"PE",4825,11,2019
"PI",1110,11,2019
"RJ",9866,11,2019
"RN",1164,11,2019
"RS",6923,11,2019
"RO",641,11,2019
"RR",199,11,2019
"SC",3176,11,2019
"SP",23554,11,2019
"SE",851,11,2019
"TO",564,11,2019
"AC",344,12,2019
"AL",1231,12,2019
"AP",166,12,2019
"AM",1104,12,2019
"BA",4797,12,2019
"CE",3243,12,2019
"DF",1215,12,2019
"ES",2090,12,2019
"GO",2506,12,2019
"MA",1361,12,2019
"MT",1056,12,2019
"MS",1164,12,2019
"MG",9380,12,2019
"PA",1441,12,2019
"PB",2086,12,2019
"PR",5407,12,2019
"PE",5191,12,2019
"PI",1009,12,2019
"RJ",10661,12,2019
"RN",1225,12,2019
"RS",6981,12,2019
"RO",638,12,2019
"RR",181,12,2019
"SC",3071,12,2019
"SP",22678,12,2019
"SE",986,12,2019
"TO",642,12,2019
"AC",370,1,2020
"AL",1391,1,2020
"AP",234,1,2020
"AM",1222,1,2020
"BA",5750,1,2020
"CE",3477,1,2020
"DF",1244,1,2020
"ES",2151,1,2020
"GO",2771,1,2020
"MA",1395,1,2020
"MT",1081,1,2020
"MS",1239,1,2020
"MG",10770,1,2020
"PA",1410,1,2020
"PB",2201,1,2020
"PR",5552,1,2020
"PE",5302,1,2020
"PI",1093,1,2020
"RJ",10666,1,2020
"RN",1343,1,2020
"RS",7442,1,2020
"RO",448,1,2020
"RR",213,1,2020
"SC",3651,1,2020
"SP",28320,1,2020
"SE",1042,1,2020
"TO",533,1,2020
"AC",333,2,2020
"AL",1199,2,2020
"AP",178,2,2020
"AM",1054,2,2020
"BA",4440,2,2020
"CE",3092,2,2020
"DF",1100,2,2020
"ES",1825,2,2020
"GO",2344,2,2020
"MA",1325,2,2020
"MT",969,2,2020
"MS",1138,2,2020
"MG",9047,2,2020
"PA",1167,2,2020
"PB",1856,2,2020
"PR",4955,2,2020
"PE",4556,2,2020
"PI",962,2,2020
"RJ",10012,2,2020
"RN",1198,2,2020
"RS",6316,2,2020
"RO",595,2,2020
"RR",166,2,2020
"SC",2894,2,2020
"SP",21812,2,2020
"SE",868,2,2020
"TO",443,2,2020
"AC",332,3,2020
"AL",1349,3,2020
"AP",172,3,2020
"AM",1126,3,2020
"BA",4778,3,2020
"CE",3468,3,2020
"DF",1278,3,2020
"ES",2079,3,2020
"GO",2587,3,2020
"MA",1348,3,2020
"MT",1134,3,2020
"MS",1320,3,2020
"MG",10379,3,2020
"PA",1314,3,2020
"PB",2094,3,2020
"PR",5663,3,2020
"PE",5437,3,2020
"PI",835,3,2020
"RJ",11140,3,2020
"RN",1310,3,2020
"RS",6608,3,2020
"RO",727,3,2020
"RR",198,3,2020
"SC",2904,3,2020
"SP",26499,3,2020
"SE",962,3,2020
"TO",497,3,2020
"AC",291,4,2020
"AL",1240,4,2020
"AP",92,4,2020
"AM",2675,4,2020
"BA",4106,4,2020
"CE",3752,4,2020
"DF",1151,4,2020
"ES",1891,4,2020
"GO",2433,4,2020
"MA",1572,4,2020
"MT",738,4,2020
"MS",1046,4,2020
"MG",9619,4,2020
"PA",1054,4,2020
"PB",1918,4,2020
"PR",5137,4,2020
"PE",5858,4,2020
"PI",943,4,2020
"RJ",13459,4,2020
"RN",1213,4,2020
"RS",6562,4,2020
"RO",646,4,2020
"RR",150,4,2020
"SC",3321,4,2020
"SP",27382,4,2020
"SE",942,4,2020
"TO",397,4,2020
"AC",25,5,2020
"AL",130,5,2020
"AP",1,5,2020
"AM",209,5,2020
"BA",156,5,2020
"CE",138,5,2020
"DF",86,5,2020
"ES",166,5,2020
"GO",110,5,2020
"MA",124,5,2020
"MT",28,5,2020
"MS",18,5,2020
"MG",478,5,2020
"PA",52,5,2020
"PB",118,5,2020
"PR",155,5,2020
"PE",538,5,2020
"PI",12,5,2020
"RJ",1625,5,2020
"RN",40,5,2020
"RS",431,5,2020
"RO",15,5,2020
"SC",171,5,2020
"SP",691,5,2020
"SE",27,5,2020
"TO",15,5,2020
